"Altmetric.Attention.Score","Title","Journal","Journal.ISSNs","Output.Type","Publication.Date","DOI","ISBN","News.mentions","Blog.mentions","Policy.mentions","Twitter.mentions","OA","year","SJR","SJRfac"
15,"A bioeconomy to fight climate change","Nature Climate Change","1758-678X, 1758-6798","Article","2014-10-29","10.1038/nclimate2419",NA,0,0,0,17,FALSE,2014,8.256,"D"
15,"The reversibility of CO2 induced climate change","Climate Dynamics","0930-7575, 1432-0894","Article","2014-08-26","10.1007/s00382-014-2302-6",NA,0,2,0,14,FALSE,2014,3.019,"D"
15,"Bivalve aquaculture-environment interactions in the context of climate change.","Global Change Biology","1354-1013, 1365-2486","Article","2016-06-22","10.1111/gcb.13346",NA,1,1,0,6,FALSE,2016,4.768,"D"
15,"Will changes in phenology track climate change? A study of growth initiation timing in coast Douglas?fir","Global Change Biology","1354-1013, 1365-2486","Article","2016-04-01","10.1111/gcb.13328",NA,0,1,0,12,FALSE,2016,4.768,"D"
15,"Public Perceptions of Climate Change as a Human Health Risk: Surveys of the United States, Canada and Malta","International Journal of Environmental Research and Public Health","1660-4601","Article","2010-01-01","10.3390/ijerph7062559",NA,0,2,1,0,TRUE,2010,0.82,"A"
15,"Impact of climate change heating and cooling energy use in buildings in the United States","Energy and Buildings","0378-7788","Article","2014-10-01","10.1016/j.enbuild.2014.07.034",NA,0,2,0,0,FALSE,2014,2.093,"C"
15,"Regional climate change adaptation strategies for biodiversity conservation in a midcontinental region of North America ","Biological Conservation","0006-3207","Article","2009-10-01","10.1016/j.biocon.2009.03.030",NA,0,1,2,0,FALSE,2009,2.322,"C"
15,"Tall tales and fat tails: the science and economics of extreme warming","Climatic Change","0165-0009, 1573-1480","Article","2013-09-14","10.1007/s10584-013-0911-4",NA,0,4,0,4,FALSE,2013,1.883,"C"
15,"Impact of climate changes during the last 5 million years on groundwater in basement aquifers","Scientific Reports","2045-2322","Article","2015-09-22","10.1038/srep14132",NA,1,0,0,10,TRUE,2015,1.625,"B"
15,"Conservation of grassland butterflies in Finland under a changing climate","Regional Environmental Change","1436-3798, 1436-378X","Article","2014-09-10","10.1007/s10113-014-0684-y",NA,0,2,0,3,FALSE,2014,1.13,"A"
15,"Winter climate change affects growing?season soil microbial biomass and activity in northern hardwood forests","Global Change Biology","1354-1013, 1365-2486","Article","2014-05-26","10.1111/gcb.12624",NA,0,2,0,4,FALSE,2014,4.768,"D"
15,"The spatial pattern of leaf phenology and its response to climate change in China","International Journal of Biometeorology","0020-7128, 1432-1254","Article","2013-06-04","10.1007/s00484-013-0679-2",NA,0,4,0,4,FALSE,2013,0.792,"A"
15,"Multiproxy reconstructions of climate for three sites in the Canadian High Arctic using Cassiope tetragona","Climatic Change","0165-0009, 1573-1480","Article","2012-03-21","10.1007/s10584-012-0431-7",NA,0,2,0,3,FALSE,2012,1.883,"C"
15,"Projected impacts of climate change and ocean acidification on the global biogeography of planktonic Foraminifera","Biogeosciences","1726-4170, 1726-4189","Article","2015-05-19","10.5194/bg-12-2873-2015",NA,0,2,0,3,TRUE,2015,2.328,"C"
14,"Climate scenarios of sea level rise for the northeast Atlantic Ocean: a study including the effects of ocean dynamics and gravity changes induced by ice melt","Climatic Change","0165-0009, 1573-1480","Article","2008-08-23","10.1007/s10584-008-9442-9",NA,0,1,6,0,FALSE,2008,1.883,"C"
14,"Future projections of winter rainfall in southeast Australia using a statistical downscaling technique","Climatic Change","0165-0009, 1573-1480","Article","2007-08-04","10.1007/s10584-007-9279-7",NA,0,1,4,0,FALSE,2007,1.883,"C"
14,"Developing coastal adaptation to climate change in the New York City infrastructure-shed: process, approach, tools, and strategies","Climatic Change","0165-0009, 1573-1480","Article","2011-02-26","10.1007/s10584-010-0002-8",NA,0,1,4,0,FALSE,2011,1.883,"C"
14,"
              Ecological divergence of two closely related
              Roscoea
              species associated with late Quaternary climate change
            ","Journal of Biogeography","0305-0270, 1365-2699","Article","2016-06-20","10.1111/jbi.12809",NA,2,0,0,0,FALSE,2016,2.467,"C"
14,"Changing climate mediates sapsucker (Aves: Sphyrapicus) hybrid zone movement","Ecology and Evolution","2045-7758","Article","2016-10-12","10.1002/ece3.2507",NA,0,0,0,20,TRUE,2016,1.579,"B"
14,"Karst catchments exhibited higher degradation stress from climate change than the non-karst catchments in southwest China: An ecohydrological perspective","Journal of Hydrology","0022-1694","Article","2016-04-01","10.1016/j.jhydrol.2016.01.033",NA,2,0,0,0,FALSE,2016,1.745,"C"
14,"Can climate-driven change influence silicon assimilation by cereals and hence the distribution of lepidopteran stem borers in East Africa?","Agriculture, Ecosystems and Environment","0167-8809","Article","2016-05-01","10.1016/j.agee.2016.03.040",NA,2,0,0,0,FALSE,2016,1.612,"B"
14,"The Moravian missionaries at the Labrador coast and their centuries-long contribution to instrumental meteorological observations","Climatic Change","0165-0009, 1573-1480","Article","2008-06-19","10.1007/s10584-008-9420-2",NA,0,2,0,0,FALSE,2008,1.883,"C"
14,"Portfolio screening to support the mainstreaming of adaptation to climate change into development assistance","Climatic Change","0165-0009, 1573-1480","Article","2007-06-05","10.1007/s10584-007-9268-x",NA,0,1,4,0,FALSE,2007,1.883,"C"
14,"Climate induced increases in species richness of marine fishes","Global Change Biology","1354-1013, 1365-2486","Article","2007-12-12","10.1111/j.1365-2486.2007.01518.x",NA,0,1,3,0,FALSE,2007,4.768,"D"
14,"Long?term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices","Global Ecology and Biogeography","1466-822X, 1466-8238","Article","2011-01-08","10.1111/j.1466-8238.2010.00575.x",NA,1,0,1,0,FALSE,2011,4.061,"D"
14,"Gender and occupational perspectives on adaptation to climate extremes in the Afram Plains of Ghana","Climatic Change","0165-0009, 1573-1480","Article","2011-09-08","10.1007/s10584-011-0237-z",NA,0,2,0,0,FALSE,2011,1.883,"C"
14,"The impact of sea level rise on developing countries: a comparative analysis","Climatic Change","0165-0009, 1573-1480","Article","2008-10-10","10.1007/s10584-008-9499-5",NA,0,3,0,0,FALSE,2008,1.883,"C"
14,"Climate change projections of sea level extremes along the California coast","Climatic Change","0165-0009, 1573-1480","Article","2008-01-26","10.1007/s10584-007-9376-7",NA,0,1,3,2,FALSE,2008,1.883,"C"
14,"Climate change and wildfire in California","Climatic Change","0165-0009, 1573-1480","Article","2007-12-12","10.1007/s10584-007-9363-z",NA,0,1,3,1,FALSE,2007,1.883,"C"
14,"The role of closed ecological systems in carbon cycle modelling","Climatic Change","0165-0009, 1573-1480","Article","2011-09-08","10.1007/s10584-011-0234-2",NA,0,2,0,0,FALSE,2011,1.883,"C"
14,"Summer maximum temperature in northern France over the past century: instrumental data versus multiple proxies (tree-ring isotopes, grape harvest dates and forest fires)","Climatic Change","0165-0009, 1573-1480","Article","2008-11-21","10.1007/s10584-008-9516-8",NA,0,2,0,0,FALSE,2008,1.883,"C"
14,"Identifying natural contributions to late Holocene climate change","Global and Planetary Change","0921-8181","Article","2011-01-01","10.1016/j.gloplacha.2011.09.005",NA,0,4,0,2,FALSE,2011,1.741,"B"
14,"Water, climate change, and sustainability in the southwest","Proceedings of the National Academy of Sciences of the United States of America","0027-8424, 1091-6490","Article","2010-12-14","10.1073/pnas.0909651107",NA,1,0,0,5,FALSE,2010,6.321,"D"
14,"Fire regime changes in the Western Mediterranean Basin: from fuel-limited to drought-driven fire regime","Climatic Change","0165-0009, 1573-1480","Article","2011-03-30","10.1007/s10584-011-0060-6",NA,0,11,0,2,FALSE,2011,1.883,"C"
14,"Assessing Mammal Exposure to Climate Change in the Brazilian Amazon","PLoS ONE","1932-6203","Article","2016-11-09","10.1371/journal.pone.0165073",NA,0,0,0,29,TRUE,2016,1.201,"B"
14,"Adaptation and Indigenous peoples in the United Nations Framework Convention on Climate Change","Climatic Change","0165-0009, 1573-1480","Article","2016-10-31","10.1007/s10584-016-1820-0",NA,0,0,0,25,FALSE,2016,1.883,"C"
14,"An integrated assessment of water-energy and climate change in sacramento, california: how strong is the nexus?","Climatic Change","0165-0009, 1573-1480","Article","2015-07-14","10.1007/s10584-015-1370-x",NA,0,0,0,23,FALSE,2015,1.883,"C"
14,"Climate change and health vulnerability in informal urban settlements in the Ethiopian Rift Valley","Environmental Research Letters","1748-9326","Article","2015-05-15","10.1088/1748-9326/10/5/054014",NA,1,0,0,8,TRUE,2015,2.628,"C"
14,"Resettlement and climate change vulnerability: Evidence from rural China ","Global Environmental Change","0959-3780","Article","2015-11-01","10.1016/j.gloenvcha.2015.08.005",NA,0,0,0,21,FALSE,2015,3.507,"D"
14,"From projected species distribution to food-web structure under climate change.","Global Change Biology","1354-1013, 1365-2486","Article","2013-01-01","10.1111/gcb.12467",NA,0,2,0,14,FALSE,2013,4.768,"D"
14,"Voltinism and resilience to climate-induced phenological mismatch","Climatic Change","0165-0009, 1573-1480","Article","2016-05-11","10.1007/s10584-016-1691-4",NA,0,1,0,18,FALSE,2016,1.883,"C"
14,"Multiple carbon accounting to support just and effective climate policies","Nature Climate Change","1758-678X, 1758-6798","Article","2015-11-23","10.1038/nclimate2867",NA,2,0,0,9,FALSE,2015,8.256,"D"
14,"Assessing climate change impacts for vertebrate fauna across the West African protected area network using regionally appropriate climate projections","Diversity and Distributions","1366-9516, 1472-4642","Article","2015-05-08","10.1111/ddi.12337",NA,0,0,0,26,FALSE,2015,2.651,"C"
14,"A systematic review of research on climate change adaptation policy and practice in Africa and South Asia deltas","Regional Environmental Change","1436-3798, 1436-378X","Article","2014-11-12","10.1007/s10113-014-0715-8",NA,0,0,0,26,FALSE,2014,1.13,"A"
14,"Optimal CO2 mitigation under damage risk valuation","Nature Climate Change","1758-678X, 1758-6798","Article","2014-06-15","10.1038/nclimate2249",NA,0,1,0,12,FALSE,2014,8.256,"D"
14,"Climate change hotspots mapping: what have we learned?","Climatic Change","0165-0009, 1573-1480","Article","2013-09-13","10.1007/s10584-013-0900-7",NA,0,1,1,7,FALSE,2013,1.883,"C"
14,"The Predicted Influence of Climate Change on Lesser Prairie-Chicken Reproductive Parameters","PLoS ONE","1932-6203","Article","2013-07-11","10.1371/journal.pone.0068225",NA,1,0,0,5,TRUE,2013,1.201,"B"
14,"Climate change, exponential curves, water resources, and unprecedented threats to humanity","Climatic Change","0165-0009, 1573-1480","Article","2010-05-20","10.1007/s10584-010-9831-8",NA,0,1,0,10,FALSE,2010,1.883,"C"
14,"A new tool to map the major worldviews in the Netherlands and USA, and explore how they relate to climate change","Environmental Science and Policy","1462-9011, 1873-6416","Article","2016-09-01","10.1016/j.envsci.2016.05.012",NA,0,1,0,6,TRUE,2016,1.656,"B"
14,"""Cool"" governance of a ""hot"" climate issue: public and private responsibilities for the protection of vulnerable citizens against extreme heat","Regional Environmental Change","1436-3798, 1436-378X","Article","2014-09-11","10.1007/s10113-014-0681-1",NA,0,2,0,3,FALSE,2014,1.13,"A"
14,"Role of climate change in increasing occurrences oceanic hazards as a potential threat to coastal ecology","Natural Hazards","0921-030X, 1573-0840","Article","2014-09-02","10.1007/s11069-014-1368-0",NA,0,2,0,3,FALSE,2014,0.762,"A"
14,"Impact of climate change on agriculture in Northern Norway and potential strategies for adaptation","Climatic Change","0165-0009, 1573-1480","Article","2013-11-06","10.1007/s10584-013-0983-1",NA,0,2,1,1,FALSE,2013,1.883,"C"
14,"Declining impacts of hot spells on mortality in the Czech Republic, 1986–2009: adaptation to climate change?","Climatic Change","0165-0009, 1573-1480","Article","2011-12-10","10.1007/s10584-011-0358-4",NA,0,2,0,2,FALSE,2011,1.883,"C"
14,"Long-term variability of occurrence of precipitation forms in winter in Kraków, Poland","Climatic Change","0165-0009, 1573-1480","Article","2011-11-25","10.1007/s10584-011-0352-x",NA,0,2,0,2,FALSE,2011,1.883,"C"
14,"Climate changes and solar cycles recorded at the Holocene Paraná Delta, and their impact on human population","Scientific Reports","2045-2322","Article","2015-08-06","10.1038/srep12851",NA,1,0,0,5,TRUE,2015,1.625,"B"
14,"The nexus approach to water–energy–food security: an option for adaptation to climate change","Climate Policy","1469-3062, 1752-7457","Article","2015-04-18","10.1080/14693062.2015.1029865",NA,0,0,0,17,FALSE,2015,1.165,"B"
14,"Values, climate change, and implications for adaptation: Evidence from two communities in Labrador, Canada","Global Environmental Change","0959-3780","Article","2012-12-01","10.1016/j.gloenvcha.2012.11.007",NA,0,1,0,4,FALSE,2012,3.507,"D"
14,"Climate change reduces offspring fitness in littoral spawners: a study integrating organismic response and longâ??term timeâ??series","Global Change Biology","1354-1013, 1365-2486","Article","2013-01-01","10.1111/gcb.12050",NA,1,0,0,2,FALSE,2013,4.768,"D"
14,"Towards a better understanding of potential impacts of climate change on marine species distribution: a multiscale modelling approach","Global Ecology and Biogeography","1466-822X, 1466-8238","Article","2014-08-25","10.1111/geb.12217",NA,0,2,0,12,FALSE,2014,4.061,"D"
14,"Climate change predicted to lengthen transatlantic travel times","Environmental Research Letters","1748-9326","Article","2016-03-01","10.1088/1748-9326/11/3/031002",NA,1,0,0,7,TRUE,2016,2.628,"C"
14,"Embodied water imports to the UK under climate change","Climate Research","0936-577X, 1616-1572","Article","2014-02-19","10.3354/cr01200",NA,1,0,0,5,FALSE,2014,0.831,"A"
14,"Mechanisms for the land/sea warming contrast exhibited by simulations of climate change","Climate Dynamics","0930-7575, 1432-0894","Article","2008-01-01","10.1007/s00382-007-0306-1",NA,0,4,1,0,FALSE,2008,3.019,"D"
14,"The impact of weather and climate on tourist demand: the case of Chester Zoo","Climatic Change","0165-0009, 1573-1480","Article","2014-10-19","10.1007/s10584-014-1261-6",NA,0,0,0,18,FALSE,2014,1.883,"C"
14,"Advance of apple and pear tree full bloom dates in response to climate change in the southwestern Cape, South Africa: 1973–2009","Agricultural and Forest Meteorology","0168-1923","Article","2011-03-01","10.1016/j.agrformet.2010.11.001",NA,0,2,0,0,FALSE,2011,1.976,"C"
14,"Investigating the pace of temperature change and its implications over the twenty-first century","Climatic Change","0165-0009, 1573-1480","Article","2016-03-31","10.1007/s10584-016-1659-4",NA,0,1,0,12,FALSE,2016,1.883,"C"
14,"A typology of adaptation actions: A global look at climate adaptation actions financed through the Global Environment Facility ","Global Environmental Change","0959-3780","Article","2014-03-01","10.1016/j.gloenvcha.2014.01.003",NA,0,2,1,5,TRUE,2014,3.507,"D"
14,"Persistent versus transient tree encroachment of temperate peat bogs: effects of climate warming and drought events","Global Change Biology","1354-1013, 1365-2486","Article","2013-01-01","10.1111/gcb.12202",NA,0,2,0,11,FALSE,2013,4.768,"D"
14,"Projections of mid-century summer air-quality for North America: effects of changes in climate and precursor emissions","Atmospheric Chemistry and Physics","1680-7316, 1680-7324","Article","2012-06-22","10.5194/acp-12-5367-2012",NA,0,3,1,0,TRUE,2012,3.264,"D"
14,"Photosynthesis of temperate Eucalyptus globulus trees outside their native range has limited adjustment to elevated CO<sub>2</sub> and climate warming.","Global Change Biology","1354-1013, 1365-2486","Article","2013-01-01","10.1111/gcb.12314",NA,0,4,0,2,FALSE,2013,4.768,"D"
14,"Managing health risks in a changing climate: Red Cross operations in East Africa and Southeast Asia","Climate and Development","1756-5529, 1756-5537","Article","2014-09-03","10.1080/17565529.2014.951012",NA,0,0,0,28,FALSE,2014,0.805,"A"
14,"Fossil fuel addiction and the implications for climate change policy","Global Environmental Change","0959-3780","Article","2013-03-01","10.1016/j.gloenvcha.2013.02.006",NA,0,0,0,17,FALSE,2013,3.507,"D"
14,"Climate is culture","Nature Climate Change","1758-678X, 1758-6798","Article","2012-02-12","10.1038/nclimate1420",NA,0,0,0,18,FALSE,2012,8.256,"D"
14,"Lake surface temperatures in a changing climate: a global sensitivity analysis","Climatic Change","0165-0009, 1573-1480","Article","2014-03-05","10.1007/s10584-014-1087-2",NA,0,2,0,2,FALSE,2014,1.883,"C"
14,"Low carbon cities: is ambitious action affordable?","Climatic Change","0165-0009, 1573-1480","Article","2016-08-15","10.1007/s10584-016-1751-9",NA,0,1,0,12,TRUE,2016,1.883,"C"
14,"Living on burrowed time: Aestivating fishes in south-western Australia face extinction due to climate change","Biological Conservation","0006-3207","Article","2016-03-01","10.1016/j.biocon.2016.01.008",NA,1,0,0,10,FALSE,2016,2.322,"C"
14,"Impact of climate change on staple food crop production in Nigeria","Climatic Change","0165-0009, 1573-1480","Article","2015-05-10","10.1007/s10584-015-1428-9",NA,0,1,1,3,FALSE,2015,1.883,"C"
14,"Change in climatic extremes over mainland China based on an integrated extreme climate index","Climate Research","0936-577X, 1616-1572","Article","2011-12-22","10.3354/cr01023",NA,0,3,1,0,FALSE,2011,0.831,"A"
14,"A model study of the effect of climate and sea-level change on the evolution of the Antarctic Ice Sheet from the Last Glacial Maximum to 2100","Climate Dynamics","0930-7575, 1432-0894","Article","2014-09-13","10.1007/s00382-014-2317-z",NA,0,2,0,3,FALSE,2014,3.019,"D"
14,"Storm surge projections and implications for water management in South Florida","Climatic Change","0165-0009, 1573-1480","Article","2011-01-01","10.1007/s10584-011-0079-8",NA,0,3,1,0,FALSE,2011,1.883,"C"
14,"Twentieth century Walker Circulation change: data analysis and model experiments","Climate Dynamics","0930-7575, 1432-0894","Article","2012-01-01","10.1007/s00382-011-1047-8",NA,0,3,1,0,FALSE,2012,3.019,"D"
14,"On long range dependence in global surface temperature series","Climatic Change","0165-0009, 1573-1480","Article","2011-01-01","10.1007/s10584-010-9998-z",NA,0,3,1,0,FALSE,2011,1.883,"C"
14,"A high-quality monthly total cloud amount dataset for Australia","Climatic Change","0165-0009, 1573-1480","Article","2011-01-01","10.1007/s10584-010-9992-5",NA,0,4,1,0,FALSE,2011,1.883,"C"
14,"Ecological responses of plant species and communities to climate warming: upward shift or range filling processes?","Climatic Change","0165-0009, 1573-1480","Article","2014-01-29","10.1007/s10584-014-1065-8",NA,0,2,0,13,FALSE,2014,1.883,"C"
14,"Dividing climate change: global warming in the Indian mass media","Climatic Change","0165-0009, 1573-1480","Article","2009-06-05","10.1007/s10584-009-9605-3",NA,0,2,0,0,FALSE,2009,1.883,"C"
14,"Climate change effect on Betula (birch) and Quercus (oak) pollen seasons in the United States","International Journal of Biometeorology","0020-7128, 1432-1254","Article","2013-06-21","10.1007/s00484-013-0674-7",NA,0,3,0,2,FALSE,2013,0.792,"A"
14,"European temperature records of the past five centuries based on documentary/instrumental information compared to climate simulations","Climatic Change","0165-0009, 1573-1480","Article","2010-03-20","10.1007/s10584-010-9824-7",NA,0,2,0,0,FALSE,2010,1.883,"C"
14,"Tropical cyclones, climate change, and scientific uncertainty: what do we know, what does it mean, and what should be done?","Climatic Change","0165-0009, 1573-1480","Article","2011-02-17","10.1007/s10584-011-0020-1",NA,0,2,2,0,FALSE,2011,1.883,"C"
14,"Pervasive transition of the Brazilian land-use system","Nature Climate Change","1758-678X, 1758-6798","Article","2013-12-20","10.1038/nclimate2056",NA,0,1,0,10,FALSE,2013,8.256,"D"
14,"Climate change relaxes the time constraints for late-born offspring in a long-distance migrant","Proceedings of the Royal Society B: Biological Sciences","0962-8452, 1471-2954","Article","2016-09-28","10.1098/rspb.2016.1366",NA,0,0,0,27,FALSE,2016,2.541,"C"
14,"The Influence of Climate Change Efficacy Messages and Efficacy Beliefs on Intended Political Participation","PLoS ONE","1932-6203","Article","2016-08-03","10.1371/journal.pone.0157658",NA,1,0,0,4,TRUE,2016,1.201,"B"
14,"A history of ENSO events since A.D. 1525: implications for future climate change","Climatic Change","0165-0009, 1573-1480","Article","2008-10-03","10.1007/s10584-008-9476-z",NA,0,1,3,1,FALSE,2008,1.883,"C"
14,"Time is of the essence: adaptation of tourism demand to climate change in Europe","Climatic Change","0165-0009, 1573-1480","Article","2015-06-25","10.1007/s10584-015-1431-1",NA,1,0,0,3,FALSE,2015,1.883,"C"
14,"A simple technique for estimating an allowance for uncertain sea-level rise","Climatic Change","0165-0009, 1573-1480","Article","2011-11-23","10.1007/s10584-011-0332-1",NA,0,1,5,1,FALSE,2011,1.883,"C"
14,"Adapting to climate change in The Netherlands: an inventory of climate adaptation options and ranking of alternatives","Climatic Change","0165-0009, 1573-1480","Article","2009-04-10","10.1007/s10584-009-9576-4",NA,0,1,2,1,FALSE,2009,1.883,"C"
14,"A simple model to account for regional inequalities in the effectiveness of solar radiation management","Climatic Change","0165-0009, 1573-1480","Article","2011-05-31","10.1007/s10584-011-0103-z",NA,0,1,1,1,FALSE,2011,1.883,"C"
14,"The winter of 1827–1828 over eastern North America: a season of extraordinary climatic anomalies, societal impacts, and false spring","Climatic Change","0165-0009, 1573-1480","Article","2007-02-28","10.1007/s10584-006-9126-2",NA,0,2,0,3,FALSE,2007,1.883,"C"
14,"Assessing the potential impact of climate change on the UK’s electricity network","Climatic Change","0165-0009, 1573-1480","Article","2012-05-08","10.1007/s10584-012-0469-6",NA,0,1,1,8,FALSE,2012,1.883,"C"
14,"Climate-induced boreal forest change: Predictions versus current observations ","Global and Planetary Change","0921-8181","Article","2007-04-01","10.1016/j.gloplacha.2006.07.028",NA,0,1,1,1,FALSE,2007,1.741,"B"
14,"Consumers’ knowledge about climate change","Climatic Change","0165-0009, 1573-1480","Article","2012-01-11","10.1007/s10584-011-0393-1",NA,0,2,0,1,FALSE,2012,1.883,"C"
14,"The new global growth path: implications for climate change analysis and policy","Climatic Change","0165-0009, 1573-1480","Article","2008-04-23","10.1007/s10584-008-9415-z",NA,0,2,1,0,FALSE,2008,1.883,"C"
14,"Life-stage, not climate change, explains observed tree range shifts.","Global Change Biology","1354-1013, 1365-2486","Article","2016-01-01","10.1111/gcb.13210",NA,0,1,0,11,FALSE,2016,4.768,"D"
14,"Unravelling the United Kingdom’s climate policy consensus: The power of ideas, discourse and institutions","Global Environmental Change","0959-3780","Article","2016-09-01","10.1016/j.gloenvcha.2016.06.012",NA,0,1,0,9,TRUE,2016,3.507,"D"
14,"Historical Reconstruction of Mangrove Expansion in the Gulf of Mexico: Linking Climate Change with Carbon Sequestration in Coastal Wetlands","Estuarine, Coastal and Shelf Science","0272-7714, 1096-0015","Article","2013-01-01","10.1016/j.ecss.2012.12.007",NA,0,2,1,2,FALSE,2013,0.997,"A"
14,"Climate-induced changes in host tree-insect phenology may drive ecological state-shift in boreal forest","Ecology","0012-9658, 1939-9170","Article","2014-12-08","10.1890/13-2366.1",NA,0,1,0,12,FALSE,2014,3.255,"D"
14,"A framework for testing the ability of models to project climate change and its impacts","Climatic Change","0165-0009, 1573-1480","Article","2013-11-01","10.1007/s10584-013-0990-2",NA,0,2,1,6,FALSE,2013,1.883,"C"
14,"California forests show early indications of both range shifts and local persistence under climate change","Global Ecology and Biogeography","1466-822X, 1466-8238","Article","2015-11-01","10.1111/geb.12396",NA,0,1,0,11,FALSE,2015,4.061,"D"
14,"Regional projections of the likelihood of very large wildland fires under a changing climate in the contiguous Western United States","Climatic Change","0165-0009, 1573-1480","Article","2014-08-28","10.1007/s10584-014-1229-6",NA,1,0,0,6,FALSE,2014,1.883,"C"
14,"Will economic growth and fossil fuel scarcity help or hinder climate stabilization?","Climatic Change","0165-0009, 1573-1480","Article","2016-04-18","10.1007/s10584-016-1668-3",NA,0,2,0,3,FALSE,2016,1.883,"C"
14,"Forecasting climate change impacts on plant populations over large spatial extents","Ecosphere","2150-8925","Article","2016-10-24","10.1002/ecs2.1525",NA,0,0,0,25,TRUE,2016,1.333,"B"
14,"Can climate policy enhance sustainability?","Climatic Change","0165-0009, 1573-1480","Article","2016-05-28","10.1007/s10584-016-1701-6",NA,0,1,0,9,FALSE,2016,1.883,"C"
14,"Potential contribution of wind energy to climate change mitigation","Nature Climate Change","1758-678X, 1758-6798","Article","2014-06-08","10.1038/nclimate2269",NA,0,1,0,10,FALSE,2014,8.256,"D"
14,"Securing Indigenous politics: A critique of the vulnerability and adaptation approach to the human dimensions of climate change in the Canadian Arctic","Global Environmental Change","0959-3780","Article","2012-02-01","10.1016/j.gloenvcha.2011.11.004",NA,0,0,2,13,FALSE,2012,3.507,"D"
14,"The role of temperature in drought projections over North America","Climatic Change","0165-0009, 1573-1480","Article","2014-09-19","10.1007/s10584-014-1248-3",NA,0,2,0,3,FALSE,2014,1.883,"C"
14,"Hydrologic landscape classification evaluates streamflow vulnerability to climate change in Oregon, USA","Hydrology and Earth System Sciences","1027-5606, 1607-7938","Article","2014-09-05","10.5194/hess-18-3367-2014",NA,0,2,0,2,TRUE,2014,2.216,"C"
14,"The crucial role of policy surveillance in international climate policy","Climatic Change","0165-0009, 1573-1480","Article","2014-09-04","10.1007/s10584-014-1238-5",NA,0,2,0,3,FALSE,2014,1.883,"C"
14,"Predicting thermal vulnerability of stream and river ecosystems to climate change","Climatic Change","0165-0009, 1573-1480","Article","2014-06-25","10.1007/s10584-014-1174-4",NA,0,2,0,2,FALSE,2014,1.883,"C"
14,"Response of inland lake dynamics over the Tibetan Plateau to climate change","Climatic Change","0165-0009, 1573-1480","Article","2014-06-22","10.1007/s10584-014-1175-3",NA,0,2,0,2,FALSE,2014,1.883,"C"
14,"Climate trends and glacier retreat in the Cordillera Blanca, Peru, revisited","Global and Planetary Change","0921-8181","Article","2014-08-01","10.1016/j.gloplacha.2014.05.005",NA,0,2,0,2,FALSE,2014,1.741,"B"
14,"Climate change and its impact on agricultural potential in the central region of Argentina between 1941 and 2010","Agricultural and Forest Meteorology","0168-1923","Article","2014-09-01","10.1016/j.agrformet.2014.04.005",NA,0,2,0,2,FALSE,2014,1.976,"C"
14,"Possible North Atlantic origin for changes in ENSO properties during the 1970s","Climate Dynamics","0930-7575, 1432-0894","Article","2014-05-21","10.1007/s00382-014-2173-x",NA,0,2,0,3,FALSE,2014,3.019,"D"
14,"Analysing uncertainties in climate change impact assessment across sectors and scenarios","Climatic Change","0165-0009, 1573-1480","Article","2014-05-06","10.1007/s10584-014-1133-0",NA,0,2,0,3,FALSE,2014,1.883,"C"
14,"Mangroves facing climate change: landward migration potential in response to projected scenarios of sea level rise","Biogeosciences","1726-4170, 1726-4189","Article","2014-02-13","10.5194/bg-11-857-2014",NA,0,3,0,2,TRUE,2014,2.328,"C"
14,"Implications of uncertain future fossil energy resources on bioenergy use and terrestrial carbon emissions","Climatic Change","0165-0009, 1573-1480","Article","2013-10-15","10.1007/s10584-013-0923-0",NA,0,3,0,2,FALSE,2013,1.883,"C"
14,"Transient twenty-first century changes in daily-scale temperature extremes in the United States","Climate Dynamics","0930-7575, 1432-0894","Article","2013-07-04","10.1007/s00382-013-1829-2",NA,0,2,0,1,FALSE,2013,3.019,"D"
14,"Selective drought-induced decline of pine species in southeastern Spain","Climatic Change","0165-0009, 1573-1480","Article","2012-01-03","10.1007/s10584-011-0372-6",NA,0,2,0,2,FALSE,2012,1.883,"C"
14,"Salt Intake and Health Risk in Climate Change Vulnerable Coastal Bangladesh: What Role Do Beliefs and Practices Play?","PLoS ONE","1932-6203","Article","2016-04-04","10.1371/journal.pone.0152783",NA,0,1,0,4,TRUE,2016,1.201,"B"
14,"Multiple evolutionary origins of Australian soil-burrowing cockroaches driven by climate change in the Neogene","Proceedings of the Royal Society B: Biological Sciences","0962-8452, 1471-2954","Article","2016-02-24","10.1098/rspb.2015.2869",NA,1,0,0,2,FALSE,2016,2.541,"C"
14,"Climate change and soil salinity: The case of coastal Bangladesh","Ambio","0044-7447, 1654-7209","Article","2015-07-08","10.1007/s13280-015-0681-5",NA,1,0,0,2,FALSE,2015,1.221,"B"
14,"Exploring the relationships between urbanization trends and climate change vulnerability","Climatic Change","0165-0009, 1573-1480","Article","2013-08-15","10.1007/s10584-013-0812-6",NA,0,1,0,4,FALSE,2013,1.883,"C"
14,"Human adaptation strategies to abrupt climate change in Puerto Rico ca. 3.5?ka","Holocene","0959-6836, 1477-0911","Article","2015-01-19","10.1177/0959683614565951",NA,0,1,0,8,FALSE,2015,1.066,"A"
